frame_nmr,vehicle_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
217,38.0,[856.5462140339466 1473.191685784956 1469.2318316770018 2028.4324970203143],[1059 1807 1253 1899],0.6118760704994202,KH05ZZK,0.42865200090385763
217,2.0,[2170.06811347834 1619.7390233696242 2856.6076059978186 2171.211013015252],[2396 2062 2647 2149],0.5930154323577881,AP05JEO,0.3114596368115449
218,2.0,[2175.2671106212597 1618.6985075726834 2865.081486454678 2167.845505736404],[2401 2079 2639 2158],0.5817766785621643,AP05JEO,0.28737804336943684
219,2.0,[2178.6519525978442 1630.7580060421865 2873.186324190269 2170.7899520500614],[2418 2089 2684 2160],0.5492997765541077,AP05JEO,0.23538235188351736
220,2.0,[2178.1786764890885 1637.625378820651 2873.8562987488594 2170.63862727253],[2433 2093 2687 2160],0.5210750699043274,AP05JFO,0.3551859674943263
221,38.0,[837.5980047377977 1493.27355152989 1459.4931321721704 2057.8646131153478],[1038 1845 1236 1936],0.5565721988677979,KN0527K,0.08011677879967732
222,38.0,[832.9088080361379 1498.748789286142 1457.6673750384343 2065.928368605836],[1030 1852 1233 1941],0.5149784684181213,KN05ZZK,0.06988969898340097
223,38.0,[829.7244934579046 1502.6016714905008 1457.9628300124675 2073.3226233325113],[1029 1853 1233 1945],0.5726445913314819,KI0527K,0.09144064372048749
228,38.0,[812.2541347442659 1531.7178411818431 1455.4938645359828 2117.2586077385395],[1011 1897 1219 1991],0.5512797832489014,CN05Z7R,0.10479501651661442
236,38.0,[771.9083215166914 1578.6489345470993 1436.4116676593317 2162.0763606752103],[981 1963 1190 2061],0.5966033339500427,RM05ZZK,0.3486952468658341
239,38.0,[754.4977929792424 1588.2610999221577 1414.526372954196 2151.0630230902334],[967 1989 1182 2086],0.6232594847679138,KH05ZZK,0.3179311914502162
251,102.0,[2355.7542090525617 1122.385571391678 2834.432228424494 1508.030170890124],[2533 1414 2659 1476],0.4457661807537079,EY51XBD,0.09149650537829973
255,102.0,[2353.8268623466915 1120.9470650194003 2850.6510848864214 1519.5012142162632],[2537 1421 2674 1497],0.49158886075019836,EY61NBG,0.20102222519083787
273,108.0,[929.4543820521988 1477.8292938609188 1531.6012302634192 2035.1180858069142],[1127 1859 1313 1948],0.5567248463630676,FJ14ZHY,0.669734432667989
274,108.0,[928.2018651205078 1475.5699916912997 1530.9329773689685 2024.5774727463688],[1142 1872 1318 1960],0.604765772819519,FJ14ZHY,0.6766678072962409
276,108.0,[917.7709379205551 1492.0942887761305 1524.644560503277 2034.6544318100712],[1114 1893 1316 1985],0.6419358253479004,FJ14ZHY,0.24158644451121916
278,108.0,[911.4754070745595 1502.573307566974 1524.0315210732629 2043.5276184108702],[1112 1902 1306 1993],0.6117468476295471,FJ14ZHY,0.3448227172547548
278,102.0,[2347.4413911462457 1202.039576720409 2895.410579175373 1688.9815529371367],[2554 1519 2713 1602],0.48722028732299805,EY51NBG,0.14312875432060373
279,108.0,[909.5158358534911 1515.96568575591 1526.4427205492418 2062.3820679596834],[1103 1906 1298 1998],0.6401939988136292,FJ14ZHY,0.48287772540249035
281,108.0,[904.0962127944528 1530.6609309758865 1525.609240134046 2078.1963765179003],[1102 1925 1299 2016],0.6532424092292786,FJ14ZHY,0.508008727234219
285,108.0,[881.5893132389649 1554.8792423059724 1508.4295199734677 2087.708785875583],[1077 1954 1292 2049],0.6492045521736145,FJ14ZHY,0.3985025979501091
288,108.0,[866.4316481495036 1572.0482735775508 1501.8678815691744 2112.1308862637547],[1065 1985 1282 2086],0.6588379740715027,FJ14ZHY,0.23602823939985618
290,108.0,[859.7413076095936 1587.571180922322 1498.567525673358 2127.7175564668123],[1061 1994 1281 2096],0.6426389813423157,FJ14ZHY,0.773188891730053
290,102.0,[2359.0394230472857 1264.2192543016388 2925.2402598392964 1779.0750176104527],[2569 1593 2744 1659],0.5130236744880676,EY61NBG,0.6422006702073129
291,102.0,[2360.326983053342 1268.9704672095086 2930.8799064266286 1794.0689420297194],[2574 1606 2738 1673],0.5041695833206177,EY61NBG,0.6040063349611206
293,108.0,[847.3732297018139 1605.4330562215323 1497.101004364292 2146.1864090727436],[1056 2024 1273 2126],0.6824051737785339,FJ14ZHY,0.45003225996499513
294,108.0,[840.5005381933877 1614.1354288824168 1493.8413806231117 2150.606985989202],[1053 2043 1267 2135],0.6301463842391968,FJ16ZHY,0.4410043151813771
294,102.0,[2361.2041081964803 1281.9195989506713 2930.925642289593 1820.0253665336884],[2583 1614 2756 1694],0.5749021768569946,EY61NBG,0.38556176028927297
295,108.0,[836.6879447645244 1624.123326732047 1490.7349733336775 2154.9828789891208],[1048 2041 1269 2136],0.6393294930458069,FJ16ZHY,0.5692324128784968
295,102.0,[2362.2899269393565 1286.2754543194058 2932.08214217381 1828.029281075021],[2592 1617 2759 1699],0.5560399889945984,EY61NBG,0.3690275426276669
296,102.0,[2364.1333050481076 1287.748866335629 2932.300936504658 1832.1330153012964],[2580 1614 2763 1702],0.5710530877113342,EY61NBG,0.4900838069050171
303,102.0,[2367.4119348311674 1308.3510434118489 2964.8780446893875 1887.924047386226],[2590 1665 2774 1749],0.523500919342041,EY61MBC,0.18301377646763553
316,102.0,[2381.5791402936984 1381.8503985288241 3007.021953272744 1981.106222174368],[2623 1754 2805 1831],0.5418263673782349,EY51NBG,0.3177557681983062
324,102.0,[2383.426560202618 1416.4787757356594 3052.6931399715277 2053.723092848561],[2634 1805 2834 1895],0.6301343441009521,EY61NBG,0.7933794728229941
325,102.0,[2384.9385066736877 1423.6481022925866 3056.771524749888 2061.230179954817],[2631 1804 2837 1895],0.6043614745140076,EY61NBG,0.383034608337288
327,102.0,[2389.5521433944646 1444.935904489461 3063.2727233113123 2078.543160475725],[2641 1838 2835 1920],0.5806220769882202,EY61NBC,0.39397789615461903
330,102.0,[2397.4787242276416 1469.2190845471107 3074.797744016476 2106.9252816616568],[2643 1849 2851 1939],0.5860424637794495,EY61MBG,0.15859770899602602
331,102.0,[2398.433054367685 1476.6033148237982 3077.5369417859165 2119.637609628573],[2647 1852 2856 1942],0.617324709892273,EY61NBC,0.12264725603254636
335,102.0,[2403.329616851585 1495.1918610587818 3094.4659237464953 2144.718686200598],[2664 1898 2859 1981],0.6236639618873596,EY61NBG,0.549658852224242
336,102.0,[2409.4365548097385 1498.3497826393843 3106.7035422565286 2148.395550613614],[2658 1897 2867 1988],0.6261715292930603,EY61NBG,0.5206288072315319
337,102.0,[2411.6518646945133 1502.048145023359 3107.3405077719017 2150.7662465818858],[2660 1900 2871 1990],0.6303580403327942,EY61MBG,0.45253752047812423
338,102.0,[2413.5788602813195 1507.2933626150618 3105.632979263835 2153.932193163947],[2664 1915 2866 1997],0.6258236765861511,EY61NBG,0.6131774008638192
339,102.0,[2421.0423814109467 1514.1092028828853 3113.7278160332366 2156.433882485844],[2665 1925 2873 2012],0.6026675701141357,EY61MBG,0.7255424901659283
340,102.0,[2431.1555521834216 1519.3046248890673 3125.6462420859725 2157.645849306237],[2673 1939 2871 2015],0.5330211520195007,EY61NBG,0.8830961558760964
343,102.0,[2438.1166543605286 1534.1093216978395 3138.4139229659304 2145.004296205085],[2670 1949 2889 2039],0.6189205646514893,EY61NBG,0.37107065601110273
345,102.0,[2444.6198827396374 1551.3621367413612 3146.64132982936 2145.484572844497],[2686 1979 2888 2063],0.5998795032501221,EY51MBC,0.16714714029540098
363,164.0,[933.7682570000057 1354.6256380157113 1505.4287886702677 1847.3208502488694],[1121 1719 1298 1806],0.5356637835502625,JV04HVF,0.12279204362687893
381,164.0,[852.1095700911126 1449.1185322006984 1467.4143144890643 2019.196015806637],[1061 1857 1239 1938],0.4372095763683319,AV04HVA,0.1428811139035063
384,164.0,[841.944921121616 1464.9658737554696 1465.7076336273476 2052.5484096490272],[1041 1868 1225 1950],0.5390782356262207,LO51AVF,0.006838700441391375
425,212.0,[2317.9389312121707 935.7212494063863 3012.443590641669 1850.7779993749293],[2583 1705 2773 1798],0.6417950391769409,BG65USJ,0.6737691424781713
427,181.0,[985.8521202574071 1269.8930933789761 1496.148977561195 1666.5544273803175],[1140 1548 1298 1625],0.5093082189559937,NA54RCJ,0.1564944018554367
446,181.0,[938.0991387517582 1317.5703954774413 1467.116033569439 1746.254274886081],[1101 1624 1268 1708],0.4153924882411957,NA54KGJ,0.2189213355679138
455,181.0,[917.6904997567049 1354.6810954815091 1459.5925764888684 1789.9187811691581],[1079 1665 1256 1747],0.41473034024238586,HA54KGJ,0.14891123139662504
479,181.0,[860.5063421822119 1451.1461036762066 1435.836206925087 1921.3553228821947],[1048 1790 1224 1879],0.4069291949272156,NA54KGJ,0.19652149284653284
484,181.0,[854.3486839021211 1486.3969653141403 1433.3941613581328 1954.0690818277326],[1036 1818 1227 1903],0.4906236231327057,NA54KGJ,0.2564931436160145
493,181.0,[832.6130983993726 1530.693236894064 1428.9562627917912 2014.4717380499835],[1019 1874 1206 1964],0.562063992023468,NO54KGJ,0.08827622731887305
507,181.0,[807.0965036773898 1604.7387770243972 1411.8707699890022 2089.6247627170233],[995 1966 1188 2057],0.5604305863380432,NA54KGJ,0.3552064691766311
519,181.0,[769.4544751063668 1672.6792913479464 1410.1843010393495 2156.65011186813],[970 2047 1179 2140],0.5875912308692932,NN54KGJ,0.14464730961584987
526,255.0,[2314.945147355831 1181.8367190544254 2867.333935239283 1610.9195905227762],[2508 1500 2662 1569],0.5020599365234375,EF10@ZT,0.3393028894528063
530,255.0,[2318.435003252802 1199.336884421439 2863.056127439412 1640.9601188523654],[2510 1512 2669 1594],0.565361499786377,EF10DZT,0.21984506704801626
533,255.0,[2320.5540760142912 1206.0428515138406 2867.1122685212595 1662.114917685517],[2511 1523 2668 1606],0.5544013977050781,EF10DZT,0.57878705621414
534,255.0,[2323.292665853262 1207.9282360019424 2869.5414517264203 1669.0400883144498],[2512 1525 2664 1603],0.49392181634902954,EF10@ZT,0.41867805579273615
536,255.0,[2328.297976838583 1212.812121032172 2877.5330019879557 1680.140652442728],[2514 1531 2671 1611],0.608456015586853,EF10@ZT,0.34157818554258135
538,255.0,[2322.153097194067 1218.9014959484134 2867.4375353516266 1686.6835248320617],[2514 1536 2677 1614],0.6292092800140381,EF10@ZT,0.4399307301774323
539,255.0,[2321.497179782542 1224.9613822000306 2865.2715705331175 1693.2903014502508],[2512 1549 2673 1622],0.58598393201828,EF10@ZT,0.4521259799516389
540,255.0,[2322.7376659297584 1232.431327801094 2866.21263769226 1701.4197398214205],[2517 1553 2675 1623],0.5294461250305176,EF10@ZT,0.4750565230250999
541,255.0,[2323.761774831422 1236.8779388629744 2866.660398602616 1705.1837531468261],[2514 1554 2677 1626],0.5383570790290833,EF10@ZT,0.33515443134666306
543,255.0,[2324.532727396064 1243.3690645919366 2866.0604105402754 1709.7374960315003],[2520 1560 2686 1643],0.5601981282234192,EF10@ZT,0.09656979697597766
544,255.0,[2325.3672914593885 1246.2066982360707 2865.6284266247835 1713.3059881173658],[2522 1566 2686 1647],0.5888420939445496,EF10OZT,0.2805612955783151
545,255.0,[2326.344867458999 1249.8423113812355 2865.4437888637112 1719.6400834018987],[2517 1568 2687 1653],0.5510095953941345,EF10DZT,0.38523912909069874
546,255.0,[2326.8640701110444 1253.7641420822365 2865.865184353873 1724.4322725151483],[2523 1571 2690 1653],0.5402925610542297,EF10DZT,0.6294667144890536
547,255.0,[2327.637653163659 1254.8677736424693 2867.39290185965 1726.9939780749473],[2520 1571 2685 1654],0.5429176688194275,EF10@ZT,0.608299261252831
548,255.0,[2329.3847948614334 1256.7537408238047 2871.0723337052864 1730.782214715496],[2518 1574 2690 1658],0.6087912321090698,EF10@ZT,0.22911499805775426
549,255.0,[2329.6788742707986 1259.141002067679 2874.77013746757 1736.8033224779983],[2521 1578 2691 1661],0.6287583112716675,EF10DZT,0.3345808870472051
550,255.0,[2329.162105835564 1262.575443550615 2876.763549205235 1744.7787663119825],[2529 1583 2696 1662],0.6290217638015747,EF10DZT,0.3811194101778354
551,255.0,[2330.128651519864 1268.1645892357408 2880.884656416944 1753.6937070062556],[2534 1592 2693 1675],0.5883923768997192,EF10DZT,0.3510268543185848
552,255.0,[2331.153981675263 1272.045909382049 2881.0889192952736 1759.6015582649466],[2539 1598 2692 1676],0.5833268165588379,EF10@ZT,0.4775228865591431
553,255.0,[2330.820540095883 1275.745742373472 2879.875817455707 1765.8493310422775],[2536 1599 2691 1678],0.5698993802070618,EF10DZT,0.6015506353824109
554,255.0,[2332.235712554895 1279.3737162263337 2879.782954297758 1771.5740531098522],[2534 1609 2696 1692],0.6334131956100464,EF10@ZT,0.1736698520390509
555,255.0,[2334.6387911867446 1284.7986026396654 2880.4495540154726 1776.5805901704668],[2532 1609 2701 1694],0.6473637223243713,EF10@ZT,0.5486257358592407
556,255.0,[2337.327480866063 1286.8914709299684 2882.1447024104887 1779.4501989160049],[2527 1611 2701 1698],0.6342832446098328,EF10@ZT,0.554811088837935
558,255.0,[2341.0160589452366 1298.7409169922942 2884.6276716205343 1793.945332583891],[2525 1617 2703 1703],0.5933583378791809,EF30@ZT,0.2545187148277945
559,255.0,[2341.3652414312196 1303.1231326269212 2884.5492219612147 1800.3164958720326],[2528 1617 2707 1706],0.6129382252693176,EF10OZT,0.4732310541935812
560,255.0,[2341.5995299135398 1303.4389644469663 2887.6198917514525 1805.7242870609418],[2531 1628 2705 1708],0.6225951313972473,EF10@ZT,0.3651068609437773
561,255.0,[2342.2668785747715 1308.28451275083 2890.7573299173177 1811.2262219631261],[2532 1632 2706 1712],0.6381449699401855,EF10@ZT,0.5524308470056407
563,255.0,[2339.586637650386 1318.500207553213 2891.75794948271 1822.3614557101437],[2537 1642 2709 1725],0.6214332580566406,EF10@ZT,0.569359124220432
564,255.0,[2338.511728288268 1324.021192213688 2892.5133015514307 1827.4959459263935],[2537 1648 2713 1734],0.6094560027122498,EF10@ZT,0.7892864295204831
565,255.0,[2336.7571106918417 1326.1221799516532 2893.4436660540046 1828.4681408888216],[2537 1654 2712 1738],0.6204243898391724,EF10@ZT,0.7959506423257691
566,255.0,[2335.224070096312 1329.212020388014 2893.313983353748 1832.1100460150287],[2538 1658 2714 1744],0.6356468796730042,EF10DZT,0.38295690706542423
569,255.0,[2333.435362235624 1340.8749957947703 2894.2025638208243 1846.4086298041825],[2534 1664 2720 1756],0.6116847395896912,EF10DZT,0.2585984444279556
570,255.0,[2332.929496480752 1345.95161700085 2892.5579688273797 1852.7233467138753],[2537 1673 2717 1759],0.6315224170684814,EF10@ZT,0.36767619699876336
571,255.0,[2333.1303323144443 1348.6362459577244 2892.1762199844848 1856.0287768006297],[2542 1679 2718 1763],0.6428316831588745,EF10DZT,0.24751817124419434
573,255.0,[2337.071948377829 1357.6638830393322 2898.9833564060004 1867.6842839704673],[2545 1694 2717 1774],0.597008228302002,EF10DZT,0.20753516317466034
574,255.0,[2339.9664420878867 1358.382603638081 2900.3932041827643 1870.54842268742],[2542 1699 2721 1784],0.610772967338562,EF10@ZT,0.3828534347647167
575,255.0,[2341.6053113849084 1360.0823360407237 2902.3036051438276 1873.8372190155935],[2545 1706 2723 1791],0.6228845715522766,EF10@ZT,0.20560096747353665
576,255.0,[2346.9577985716855 1361.498471549897 2907.388729441663 1879.915924503627],[2547 1712 2722 1800],0.5873715877532959,EF10@ZT,0.6127079120721979
577,255.0,[2342.684166279747 1362.4972167017238 2909.0288515981492 1886.717465030472],[2549 1712 2724 1800],0.6143696308135986,EF10@ZT,0.37186786298549757
578,255.0,[2345.920761452907 1369.0500883998934 2911.901268739197 1899.1832182010512],[2546 1713 2728 1803],0.634695291519165,EF10@ZT,0.133448957633126
579,255.0,[2349.4877064351685 1375.4366718908082 2914.5004553949393 1906.9190060773258],[2548 1721 2731 1808],0.6544693112373352,EF10@ZT,0.30774131415661177
580,255.0,[2352.026593460046 1381.7441604958785 2916.831784939554 1910.8919064849865],[2546 1731 2725 1814],0.6342441439628601,EF10@ZT,0.22292018053602305
581,255.0,[2352.609863510263 1387.950620705797 2916.69990246919 1916.7631125008133],[2548 1739 2727 1821],0.6056179404258728,EF10@ZT,0.17340628236960381
582,255.0,[2352.365912366072 1389.7438449393476 2917.0233395545565 1918.5839361308435],[2548 1742 2734 1833],0.6157788038253784,EF10DZT,0.09280548684952944
583,255.0,[2351.7843149392493 1391.9391580536949 2918.203656514762 1919.4056772294189],[2546 1750 2729 1833],0.5833384990692139,EF10@ZT,0.2446478614076816
584,255.0,[2349.729602845294 1395.6694134459267 2917.1430632925085 1922.4021505464775],[2548 1754 2730 1839],0.5914538502693176,EF10DZT,0.19953970186010137
585,255.0,[2352.5688615184163 1399.5089964153606 2921.5421675001107 1927.3635364590489],[2553 1761 2739 1850],0.5896573066711426,EF10@ZT,0.8394535014486785
586,255.0,[2351.104098226716 1403.3485214204243 2921.771157838588 1933.115426772677],[2549 1758 2740 1849],0.5906326770782471,EF10@ZT,0.925428440920057
587,255.0,[2351.091156204378 1408.7375308026442 2926.4685878153427 1945.4519080631223],[2554 1769 2740 1854],0.6235551834106445,EF10@ZT,0.8064852295735417
588,255.0,[2351.5103817748445 1415.0059819745761 2931.0247154969907 1955.4126544199216],[2555 1775 2743 1865],0.647556722164154,EF10@ZT,0.8499718317782379
589,255.0,[2350.649243266827 1419.8556864943841 2933.6987210217017 1962.9356102774498],[2557 1781 2743 1868],0.6426737904548645,EF10@ZT,0.33370038376628397
590,255.0,[2350.3538679470093 1426.374053207951 2937.8675837589626 1970.5766946453573],[2556 1788 2743 1875],0.625674843788147,EF10DZT,0.19968256151923858
591,255.0,[2350.6245848392355 1431.2951532719048 2942.2518023411303 1978.525696840661],[2555 1799 2748 1888],0.6487486362457275,EF10@ZT,0.4139188166159089
592,255.0,[2351.278204864942 1435.5412905484313 2947.850577299649 1986.6509690163543],[2557 1800 2750 1889],0.6695970892906189,EF10@ZT,0.3046779891524892
593,255.0,[2349.4718815119095 1440.0584018812783 2949.324967951481 2000.1871051781964],[2554 1804 2752 1895],0.6109691858291626,EF10DZT,0.40550601426373195
594,255.0,[2352.1892069616324 1443.1352457076098 2953.569329715683 2011.4320615365502],[2558 1810 2752 1900],0.6436678171157837,EF10DZT,0.552802447883973
596,255.0,[2353.524113241433 1448.393996465927 2955.56033361392 2026.4982712140659],[2561 1820 2755 1911],0.646632969379425,EF10@ZT,0.3953054241131185
597,255.0,[2352.0258495566495 1448.415107535699 2956.6974499558482 2020.1164395889527],[2567 1831 2755 1916],0.6227701306343079,EF10@ZT,0.2872832727309537
598,255.0,[2351.361434588724 1451.4812979427484 2958.440970529579 2018.8522546526806],[2564 1836 2758 1924],0.6403117775917053,EF10DZT,0.48210978471630317
599,255.0,[2348.9905377569376 1458.6580737070049 2959.180149731553 2021.1871869217575],[2569 1847 2762 1936],0.6510463356971741,EF10@ZT,0.30707969300268095
600,255.0,[2348.5631246030784 1465.7855594558666 2961.525344154514 2026.5112677342306],[2567 1851 2762 1942],0.6536365151405334,EF10@ZT,0.31220715268824245
601,255.0,[2347.153206509319 1470.2392601413962 2962.942593334321 2029.0908027617443],[2571 1856 2764 1945],0.6145583987236023,EF10DZT,0.2962644784755824
602,255.0,[2350.395338656033 1479.9409877111289 2966.168204248453 2043.9525847924674],[2568 1856 2767 1950],0.6347558498382568,EF10DZT,0.8132123128084917
603,255.0,[2351.6865386824925 1483.8820764072811 2971.1828515043194 2049.013184965966],[2570 1868 2765 1955],0.6534016728401184,EF10@ZT,0.3218512946273848
604,255.0,[2350.177536909549 1488.3850245435729 2972.393750331748 2055.4170095000654],[2573 1873 2764 1963],0.6441337466239929,EF10@ZT,0.49377057179282263
605,255.0,[2349.2801927267446 1494.2658672505593 2973.095082704681 2068.351178047882],[2568 1879 2767 1970],0.6405106782913208,EF10@ZT,0.2557185243038283
606,255.0,[2351.3676698511345 1500.5825259160301 2975.429394642455 2079.269592984632],[2572 1894 2770 1983],0.6432103514671326,EF10@ZT,0.5619798279814072
607,255.0,[2352.3594761090594 1508.6336918340442 2976.042922682848 2091.7503170378122],[2567 1896 2770 1987],0.653637170791626,EF10@ZT,0.5380328344096856
608,255.0,[2354.6633627031897 1515.5434197313268 2978.843248068455 2101.3792400098046],[2571 1899 2771 1992],0.6349779963493347,EF10@ZT,0.20502171531693317
609,255.0,[2358.514934263457 1522.069300672771 2982.0747398294016 2114.4275336075416],[2570 1903 2773 1998],0.6501087546348572,EF10@ZT,0.5562076381064043
610,255.0,[2360.073123811921 1525.7807380254899 2983.1165388831273 2122.9389900606334],[2577 1911 2773 1999],0.6570321917533875,EF10@ZT,0.18157117249207624
611,255.0,[2360.5096867180705 1526.8173880423478 2982.9180887617426 2129.366465523839],[2578 1919 2777 2012],0.6539305448532104,EF10@ZT,0.6645741114344118
612,255.0,[2362.0301123353856 1529.7318684394727 2984.008086144213 2138.649292176046],[2576 1929 2780 2025],0.6749653816223145,EF10@ZT,0.4660385765001581
613,255.0,[2363.510390489321 1532.1041604712868 2985.390364853752 2145.7111163716813],[2575 1932 2777 2025],0.6550935506820679,EF10@ZT,0.2978199146175043
614,255.0,[2365.2783126500017 1539.3063293149955 2983.968692385931 2152.776461856137],[2582 1944 2788 2039],0.6682276725769043,EF10@ZT,0.8359468329975968
615,255.0,[2365.653103360583 1543.9890453169382 2983.6405993396224 2155.710860403823],[2579 1946 2787 2041],0.6412644982337952,EF10@ZT,0.5755294610695254
616,255.0,[2366.266829935269 1548.1992245405938 2984.2728177728677 2157.2498367736716],[2580 1949 2790 2045],0.656453013420105,EF10@ZT,0.2336807706458746
617,255.0,[2369.784693891 1557.252511913856 2987.03231385505 2158.477145914081],[2582 1960 2791 2055],0.652966320514679,EF10@ZT,0.2006627133839278
619,255.0,[2368.3322934582447 1568.1051664898116 2986.114149939536 2154.327619512078],[2585 1975 2794 2068],0.6634465456008911,EF10DZT,0.33455907536865304
620,255.0,[2367.8353496424857 1571.8431186481575 2983.7054858772576 2151.204953218935],[2591 1987 2797 2081],0.706786036491394,EF10@ZT,0.19394168483516766
621,255.0,[2368.1898839463615 1577.2052173641725 2984.8048562569697 2150.9827990707727],[2591 1994 2800 2088],0.6976639628410339,EF10DZT,0.2195212308277714
622,255.0,[2367.548256483907 1580.912949917687 2986.6043097832976 2148.929861671453],[2596 1998 2800 2090],0.6574550271034241,EF10@ZT,0.22974714183915249
623,255.0,[2368.137653139588 1587.6412367079133 2987.060695199156 2148.4262306124197],[2594 2000 2804 2096],0.694550096988678,EF10DZT,0.24197640808877643
625,255.0,[2372.709884179572 1595.7482253285712 2990.941201899845 2138.4751539927347],[2596 2017 2802 2108],0.6557995676994324,EF10@ZT,0.8627407405176367
626,255.0,[2372.8575602208834 1604.909437028764 2991.0188722851476 2143.1652695021603],[2593 2028 2807 2126],0.7020652294158936,EF10@ZT,0.19935429717338643
627,255.0,[2374.638486034266 1615.4936946998457 2997.1002192008646 2151.331478954362],[2597 2042 2809 2134],0.6848729848861694,EF10@ZT,0.5098557012882111
628,255.0,[2372.936486259685 1620.6427818838506 2997.1519163084686 2153.0530219709067],[2595 2039 2812 2137],0.6627193093299866,EF10DZT,0.3627401492074133
629,255.0,[2376.776048282687 1628.2051637461777 3008.2880359181727 2156.9755824726203],[2598 2045 2813 2141],0.6782674193382263,EF10@ZT,0.6558086232439192
630,255.0,[2379.030837514248 1631.8119160509962 3020.78041907743 2159.420486308004],[2599 2055 2811 2153],0.6701371073722839,EF10@ZT,0.7989199540731875
631,255.0,[2379.708292552056 1636.9929350943469 3027.544096608142 2161.4907441176574],[2599 2064 2812 2158],0.666674792766571,EF10@ZT,0.6776610339051131
636,103.0,[2246.145702869213 916.4983204111835 2656.0957546394175 1319.2942228528805],[2403 1181 2519 1252],0.43612900376319885,GJ05EPE,0.13078196092175517
646,187.0,[2265.0783588998183 1341.129980715455 2814.2943620252836 1834.1817234068667],[2450 1696 2636 1777],0.5121060609817505,AF65JKV,0.771364097076115
650,103.0,[2261.828333979475 954.6649794057602 2662.1477621729714 1359.9799840020698],[2411 1220 2522 1282],0.4357158839702606,GJ05TFE,0.46554260511337836
652,103.0,[2260.5217080368348 968.439269120992 2661.2003527858787 1371.7396990256198],[2410 1223 2527 1293],0.5037745237350464,GJ05EFI,0.18171962207667616
661,103.0,[2266.203053183197 988.5796903534433 2682.3102713049147 1390.0503164786096],[2413 1244 2537 1316],0.4014822840690613,DJ06EFL,0.2309456784151154
671,103.0,[2264.024250313181 1000.0728506534581 2695.087131289089 1423.5498163709892],[2408 1272 2544 1348],0.4395953416824341,GJ05EPL,0.4255593122553078
687,103.0,[2266.8287563282124 1063.888996751939 2706.9041605255666 1496.8345071489098],[2426 1320 2561 1394],0.5073409676551819,CJ06EPD,0.3585577760116095
689,103.0,[2269.658368168382 1066.9075479306769 2711.399859738223 1497.045616017521],[2422 1323 2562 1402],0.5343295335769653,GJ05EPL,0.18194671648772737
691,103.0,[2270.541771208946 1071.7617580133383 2712.760680063096 1501.7544466642753],[2420 1332 2560 1412],0.4237282872200012,CJ04EPL,0.07606516411095385
692,103.0,[2272.345981176942 1072.2126248747982 2715.1854801485892 1503.4134839951344],[2434 1333 2570 1411],0.408509761095047,DJ05EPD,0.4709049524903924
699,103.0,[2272.852025466826 1081.9231352037177 2732.7294298866896 1520.007770186518],[2447 1355 2576 1428],0.5227462649345398,GJ05EPD,0.2673024230896843
702,103.0,[2269.258955293259 1083.0069458904431 2736.9437151220077 1522.9935483372706],[2428 1364 2576 1443],0.5098049640655518,GJ06ERI,0.25914492669019407
708,187.0,[2325.0009296106573 1643.3812518717627 2984.6392196652405 2161.8545938065736],[2567 2082 2781 2160],0.6079902648925781,AF65JRV,0.2474107140630351
708,103.0,[2278.5639161143727 1093.7053419666472 2745.271639478029 1537.052722338602],[2430 1380 2590 1464],0.5203900337219238,GJ06EPD,0.42402823445304894
709,187.0,[2331.42281745447 1647.7208849263632 2987.8901008683592 2160.986034696354],[2564 2088 2782 2160],0.5996505618095398,AF65JKV,0.2917512885926499
729,103.0,[2283.349867005253 1164.996821043851 2781.1105002582426 1629.009203451928],[2466 1454 2619 1538],0.5434048175811768,GJ06EPO,0.1043731785077234
731,103.0,[2284.183832017201 1167.6708022785365 2784.631542859137 1632.7288108541497],[2470 1469 2623 1549],0.46800220012664795,GJ06EPD,0.6555881602731348
733,103.0,[2288.446519579345 1174.7873111994907 2788.81962499834 1641.2191724004854],[2468 1472 2620 1554],0.4804246723651886,GJ06EPD,0.2777906222953797
734,214.0,[1084.4451607752296 1023.5844455315265 1618.6375244371695 1534.7233482283018],[1267 1382 1414 1460],0.45311790704727173,LM15ZZC,0.18501611957179254
748,214.0,[1061.938181237463 1028.5051768406813 1599.2634246376626 1574.4048170416079],[1243 1431 1402 1513],0.558506190776825,LM15EZC,0.17277297490006968
749,214.0,[1059.3070497103454 1063.4717371747583 1594.9975512536944 1594.7505332650098],[1240 1423 1403 1514],0.5524150133132935,LM15ZZC,0.22825519343463707
752,214.0,[1054.0713880417077 1107.464520819839 1588.088296545531 1616.5327288296216],[1239 1451 1388 1524],0.5692265033721924,LW15ZZC,0.2006943624449214
758,103.0,[2308.0271475362874 1256.7742607156763 2827.445752144726 1756.269529288015],[2500 1575 2661 1654],0.5347152352333069,GJ06EPD,0.19071849813193356
758,214.0,[1049.4711885455094 1164.722369914918 1566.9803534032553 1622.9794234278015],[1227 1474 1382 1556],0.5127671360969543,LM15ZZC,0.3121573216478156
765,214.0,[1035.82311042583 1189.1095977376385 1554.897676654203 1652.135964543851],[1213 1499 1371 1581],0.5889135599136353,LA15ZZC,0.29569040393257057
768,103.0,[2312.5286883713084 1280.9272628770598 2846.537241431852 1801.8598399455834],[2501 1620 2672 1704],0.5520622730255127,GJ05EPD,0.36130815894769264
